Aircraft.Category,Make,Model,Injury.Severity,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Aircraft.damage,Number.of.Engines,Engine.Type,Weather.Condition,Broad.phase.of.flight
Airplane,Cessna,A185E,Non-Fatal,0.0,0.0,2.0,0.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Beech,E55,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,2.0,Reciprocating,IMC,Climb
Airplane,Mooney,M20B,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Cruise
Airplane,Cessna,320F,Fatal(3),3.0,0.0,0.0,0.0,Destroyed,2.0,Reciprocating,IMC,Maneuvering
Airplane,Ryan,NAVION A,Non-Fatal,0.0,0.0,2.0,0.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-24-250,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Cessna,421B,Non-Fatal,0.0,0.0,1.0,2.0,Substantial,2.0,Reciprocating,VMC,Approach
Airplane,Grumman,G-164,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-23-150,Non-Fatal,0.0,0.0,0.0,3.0,Destroyed,2.0,Reciprocating,VMC,Maneuvering
Airplane,Cessna,310,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,2.0,Reciprocating,VMC,Landing
Airplane,Cessna,340A,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,2.0,Reciprocating,IMC,Landing
Airplane,Cessna,180K,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Taxi
Airplane,Air Tractor,AT-400,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Turbo Prop,VMC,Landing
Airplane,Piper,PA-28-181,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Piper,PA-28R-201,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,150,Non-Fatal,0.0,0.0,1.0,1.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Beech,C-18S,Non-Fatal,0.0,0.0,0.0,9.0,Substantial,2.0,Reciprocating,VMC,Cruise
Airplane,Cessna,172,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Piper,PA-32,Non-Fatal,0.0,0.0,0.0,6.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-25-235,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Cessna,177,Fatal(3),3.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Jurca,3/4 SPITFIRE,Non-Fatal,0.0,0.0,0.0,1.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Boeing,727-200,Incident,0.0,0.0,0.0,108.0,Minor,3.0,Turbo Fan,IMC,Landing
Airplane,Aeronca,11AC,Non-Fatal,0.0,1.0,0.0,0.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,210A,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,206,Non-Fatal,0.0,0.0,1.0,0.0,Substantial,1.0,Reciprocating,IMC,Cruise
Airplane,Cessna,182M,Fatal(3),3.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,UNK,Cruise
Airplane,Piper,PA-28-181,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Cessna,150,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Descent
Airplane,Cessna,A152,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Takeoff
Airplane,Cessna,172N,Non-Fatal,0.0,0.0,2.0,0.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,182,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Martin-pitts,S1S,Non-Fatal,0.0,1.0,0.0,0.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Piper,PA-23-250,Non-Fatal,0.0,0.0,0.0,5.0,Substantial,2.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,172P,Non-Fatal,0.0,0.0,4.0,0.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Piper,PA-22-160,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Taylorcraft,F-19,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-32,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,AEROSTAR 602P,Non-Fatal,0.0,0.0,1.0,3.0,Substantial,2.0,Reciprocating,VMC,Descent
Airplane,Cessna,180,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Grumman,G-164A,Non-Fatal,0.0,0.0,0.0,1.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Cessna,150G,Non-Fatal,0.0,0.0,1.0,0.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Mooney,M20F,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-34,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,2.0,Reciprocating,VMC,Approach
Airplane,Stinson,108-1,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,177,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Goodyear,FGID(F4U),Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Rand,K.R.1,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,170A,Non-Fatal,0.0,0.0,1.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-32R-300,Fatal(3),3.0,1.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-28-235,Non-Fatal,0.0,0.0,1.0,0.0,Destroyed,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,172N,Non-Fatal,0.0,0.0,1.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Rutan,VARIEZE,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Grumman,AA-5B,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Descent
Airplane,Cessna,205,Non-Fatal,0.0,0.0,0.0,6.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,182A,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,IMC,Cruise
Airplane,Cessna,170B,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Piper,PA-31,Non-Fatal,0.0,0.0,0.0,7.0,Substantial,2.0,Reciprocating,VMC,Taxi
Airplane,Piper,PA-25-235D,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Mooney,M20J,Fatal(3),3.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Cruise
Airplane,Cessna,210-5,Fatal(4),4.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Approach
Airplane,Maule,M-4-220C,Fatal(1),1.0,1.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Takeoff
Airplane,Beech,77,Non-Fatal,0.0,1.0,0.0,0.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Cessna,182G,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Avres Corp.,S-2R,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Maneuvering
Airplane,Grum Amer,AA-5B,Non-Fatal,0.0,0.0,1.0,2.0,Substantial,1.0,Reciprocating,IMC,Takeoff
Airplane,Piper,PA-23,Non-Fatal,0.0,0.0,0.0,4.0,Substantial,2.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-34-200J,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,2.0,Reciprocating,VMC,Taxi
Airplane,Evans Aircraft,VP2,Non-Fatal,0.0,0.0,1.0,0.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Cessna,172N,Fatal(3),3.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Cruise
Airplane,Cessna,150,Fatal(1),1.0,1.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Cessna,210D,Non-Fatal,0.0,0.0,0.0,2.0,Destroyed,1.0,Reciprocating,VMC,Cruise
Airplane,Ayres,S2R-600,Non-Fatal,0.0,0.0,1.0,0.0,Destroyed,1.0,Reciprocating,VMC,Cruise
Airplane,Beech,B-19,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Luscombe,8A,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,IMC,Landing
Airplane,Piper,PA-28R-200,Non-Fatal,0.0,0.0,2.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Maule,M-5-210C,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Cessna,150,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,2.0,Reciprocating,VMC,Takeoff
Airplane,Beech,B19,Non-Fatal,0.0,0.0,1.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Smith,MINIPLANE DSA-1,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Cessna,172,Non-Fatal,0.0,0.0,0.0,4.0,Destroyed,1.0,Reciprocating,VMC,Landing
Airplane,Stampe Renard,SV4B,Non-Fatal,0.0,1.0,1.0,0.0,Destroyed,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-31-350,Fatal(3),3.0,0.0,0.0,0.0,Destroyed,2.0,Reciprocating,IMC,Takeoff
Airplane,Cessna,182P,Non-Fatal,0.0,0.0,1.0,0.0,Destroyed,1.0,Reciprocating,IMC,Cruise
Airplane,Beech,S-35,Non-Fatal,0.0,0.0,0.0,1.0,Destroyed,1.0,Reciprocating,VMC,Standing
Airplane,Cessna,411,Fatal(5),5.0,0.0,0.0,0.0,Destroyed,2.0,Reciprocating,IMC,Approach
Airplane,Beech,BE-99,Incident,0.0,0.0,0.0,11.0,Minor,2.0,Turbo Prop,VMC,Takeoff
Airplane,Fairchild,PT-19,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Cessna,177,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,De Havilland,DH-82A,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Evans Aircraft,VP-1,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,150,Non-Fatal,0.0,1.0,1.0,0.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-28-140,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,172N,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Beech,C23-180,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Boeing,727-200,Non-Fatal,0.0,0.0,0.0,68.0,Substantial,3.0,Turbo Fan,VMC,Landing
Airplane,Cessna,177RG,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Cruise
Airplane,Piper,PA-28-140,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Rockwell,NA-265-65,Incident,0.0,0.0,0.0,2.0,Minor,2.0,Turbo Fan,VMC,Approach
Airplane,Cessna,152,Incident,0.0,0.0,0.0,2.0,Minor,1.0,Reciprocating,VMC,Takeoff
Airplane,Lockheed,L-1011,Incident,0.0,0.0,0.0,152.0,Minor,3.0,Turbo Fan,VMC,Landing
Airplane,Cessna,150K,Non-Fatal,0.0,0.0,0.0,1.0,Destroyed,1.0,Reciprocating,VMC,Climb
Airplane,Piper,PA-32,Non-Fatal,0.0,1.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Mitsubishi,MU-2B-30,Fatal(6),6.0,1.0,0.0,0.0,Destroyed,2.0,Turbo Prop,VMC,Cruise
Airplane,Maule,M-4,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,A150M,Non-Fatal,0.0,0.0,1.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Beech,B95,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,2.0,Reciprocating,VMC,Maneuvering
Airplane,Beech,A36TC,Fatal(3),3.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Unknown
Airplane,Pitts Special,S-1C,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,320A,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,2.0,Reciprocating,VMC,Landing
Airplane,Weatherly,201B,Non-Fatal,0.0,1.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-38-112,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Approach
Airplane,Cessna,172D,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Go-around
Airplane,Piper,J5A,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Tailwind,A-M-1,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-18-180,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Maneuvering
Airplane,Grumman,G-164,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Mooney,M20K,Fatal(4),4.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Cruise
Airplane,Cessna,210,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Approach
Airplane,Aerotek-pitts,S-2A,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,North American,SNJ-2,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Beech,A60,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,2.0,Reciprocating,VMC,Cruise
Airplane,Bellanca,7ECA,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-18-150,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,182P,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,150,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Beech,23,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Descent
Airplane,Cessna,150,Non-Fatal,0.0,0.0,2.0,0.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Bellanca,7ECA,Non-Fatal,0.0,0.0,0.0,1.0,Destroyed,1.0,Reciprocating,VMC,Landing
Airplane,Weatherly,201A,Non-Fatal,0.0,0.0,1.0,0.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Beech,77,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Beech,BE-23,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Hartman,KR-II,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Spezio,SPORT DAL-1,Fatal(1),1.0,1.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Luscombe,8F,Non-Fatal,0.0,0.0,2.0,0.0,Destroyed,1.0,Reciprocating,VMC,Approach
Airplane,Rand,KR-1 CATFISH,Non-Fatal,0.0,0.0,0.0,1.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Dauntless,D52,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Cessna,421C,Non-Fatal,0.0,2.0,1.0,0.0,Destroyed,2.0,Reciprocating,IMC,Landing
Airplane,Grumman,G-164A,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Maneuvering
Airplane,Homebuilt,MUSTANG II,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Beech,95-B55,Non-Fatal,0.0,0.0,0.0,4.0,Substantial,2.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,172N,Non-Fatal,0.0,0.0,2.0,0.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Bellanca,300A,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Beech,A36TC,Non-Fatal,0.0,1.0,3.0,0.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,172,Non-Fatal,0.0,0.0,1.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,150M,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Luscombe,8A,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,182,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-23,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,2.0,Reciprocating,VMC,Cruise
Airplane,Cessna,172E,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Cessna,170,Non-Fatal,0.0,0.0,2.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Bellanca,8KCAB,Fatal(1),1.0,0.0,0.0,0.0,Substantial,1.0,Reciprocating,VMC,Maneuvering
Airplane,Piper,PA-44-180,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,2.0,Reciprocating,VMC,Takeoff
Airplane,Beech,90,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,2.0,Turbo Prop,IMC,Landing
Airplane,Boeing,A75,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Beech,B23,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,601P,Non-Fatal,0.0,0.0,0.0,4.0,Substantial,2.0,Reciprocating,IMC,Approach
Airplane,Piper,PA-23-250T,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,2.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-22-150,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,411A,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,2.0,Reciprocating,VMC,Takeoff
Airplane,Beech,E18S,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,2.0,Reciprocating,VMC,Climb
Airplane,Cessna,150G,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Mooney,M20J,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,177B,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,172,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Beech,BE-19,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Smith,AEROSTAR 600,Non-Fatal,0.0,0.0,1.0,0.0,Destroyed,2.0,Reciprocating,VMC,Descent
Airplane,Grumman,G-164A,Non-Fatal,0.0,0.0,0.0,1.0,Destroyed,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,152,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Cessna,210B,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Christian,EAGLE II,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Taxi
Airplane,Cessna,175A,Non-Fatal,0.0,1.0,0.0,0.0,Substantial,1.0,Reciprocating,VMC,Descent
Airplane,Bellanca,7GCBC,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,A150,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-18-150,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Beech,V35B,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Cessna,207,Non-Fatal,0.0,0.0,2.0,4.0,Substantial,1.0,Reciprocating,IMC,Takeoff
Airplane,Piper,PA-24-250,Fatal(1),1.0,3.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Approach
Airplane,Piper,PA-31-350,Incident,0.0,0.0,0.0,7.0,Minor,2.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,152,Non-Fatal,0.0,0.0,1.0,1.0,Destroyed,1.0,Reciprocating,VMC,Climb
Airplane,Cessna,182E,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,152,Fatal(1),1.0,0.0,0.0,0.0,Substantial,1.0,Reciprocating,VMC,Unknown
Airplane,Piper,PA-18,Non-Fatal,0.0,0.0,1.0,0.0,Substantial,1.0,Reciprocating,VMC,Climb
Airplane,Funk Aircraft Co.,B75L,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Beech,M35,Incident,0.0,0.0,0.0,2.0,Minor,1.0,Reciprocating,VMC,Cruise
Airplane,Grumman,AA-1A,Non-Fatal,0.0,0.0,2.0,1.0,Minor,1.0,Reciprocating,VMC,Approach
Airplane,Boeing,E75,Non-Fatal,0.0,0.0,0.0,1.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Mong Sport,MS-1,Non-Fatal,0.0,1.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Approach
Airplane,Boeing,A75N1,Non-Fatal,0.0,0.0,0.0,3.0,Minor,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-24-250,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,150,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Go-around
Airplane,Beech,A24R,Non-Fatal,0.0,0.0,2.0,1.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Cessna,150M,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Maneuvering
Airplane,Piper,PA-23,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,2.0,Reciprocating,VMC,Takeoff
Airplane,Mooney,M20E,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Beech,C35,Non-Fatal,0.0,0.0,0.0,4.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Cessna,172E,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,A188,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-18A,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Cessna,TU-206A,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,UNK,Unknown
Airplane,Rayan,NAV-4,Non-Fatal,0.0,0.0,0.0,2.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Starfire,JRF,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,170B,Non-Fatal,0.0,2.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Mooney,M20A,Non-Fatal,0.0,2.0,0.0,2.0,Destroyed,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-28-140,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Cessna,172M,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Great Lakes,2T-1A-2,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Beech,35-33,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Beech,M35,Non-Fatal,0.0,0.0,1.0,2.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Osprey,2,Non-Fatal,0.0,0.0,1.0,0.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Boeing,E75,Non-Fatal,0.0,0.0,1.0,1.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Piper,PA-31-350,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,2.0,Reciprocating,IMC,Takeoff
Airplane,Beech,56TC,Non-Fatal,0.0,0.0,0.0,5.0,Substantial,2.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-12,Non-Fatal,0.0,0.0,1.0,0.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Hudson,2-2-2E,Fatal(1),1.0,0.0,0.0,0.0,Substantial,1.0,Reciprocating,VMC,Maneuvering
Airplane,Cessna,150,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Champion,7GCAA,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Rockwell Intl,S-2R,Non-Fatal,0.0,1.0,0.0,0.0,Destroyed,1.0,Turbo Prop,VMC,Maneuvering
Airplane,Piper,PA-25-235,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Maneuvering
